,paper,github_link
273,Interference evaluation of overhead medium-voltage broadband power line systems,https://github.com/topics/overhead-lines
274,Perceptual evaluation of dynamic cost weighting for unit selection TTS,https://github.com/topics/unit-selection
275,Unsupervised document clustering using multi-resolution latent semantic density analysis,https://github.com/algoriffic/lsa4solr
276,Investigation of noise coupling from switching power supply to signal nets,https://github.com/Wouter1/EMU-driver/issues/131
277,Part-of-speech tagging by latent analogy,https://github.com/topics/part-of-speech-tagging
278,A memory model for static analysis of C programs,https://github.com/topics/memory-model
279,Die wear evaluation for stamping TRIP700 and DP980 B-pillar,
280,A Data-Driven Affective Analysis Framework Toward Naturally Expressive Speech Synthesis,https://github.com/wenet-e2e/speech-synthesis-paper
281,P-214L: Late-news poster: Color dispersion of a blue phase liquid crystal,
282,Time reversal detection in clutter: Additional experimental results,https://github.com/topics/time-reversal
283,Organizing contests for status: The matthew effect vs. the mark effect,https://github.com/xen0n/JNUthesis/blob/develop/phd.bib
284,Modified watershed technique and post-processing for segmentation of skin lesions in dermoscopy images,https://github.com/topics/skin-lesion-segmentation
285,A wide-view transflective display using a polymer-stabilized blue-phase liquid crystal,
286,Automatic detection of bridge deck condition from ground penetrating radar images,https://github.com/topics/ground-penetrating-radar
287,DC-DC buck converter EMI reduction using PCB layout modification,https://github.com/M4a1x/TPS5430
288,Further analysis of latent affective mapping for naturally expressive speech synthesis,https://github.com/topics/expressive-speech-synthesis
289,Improved POS tagging for text-to-speech synthesis,https://github.com/topics/pos-tagging
290,An evaluation of TVS devices for ESD protection,https://github.com/myriadrf/LimeNET-Micro/issues/1
291,Quantification of self-damping of power mosfet in a synchronous buck converter,https://github.com/TheDIYGuy999/MPPT_Buck_Converter_Synchronous/blob/master/MPPT_Buck_Converter_Synchronous.ino
292,A distributed oscillator based all-digital PLL with a 32-phase embedded phase-to-digital converter,https://github.com/filipamator/adpll
293,Using networks to understand the dynamics of software development,https://github.com/topics/dynamic-networks%3Fo%3Ddesc%26s%3Dupdated
294,Pseudo multi-primary color rendering for wide color gamut images,
295,Home as you go: An engineering approach to mobility-capable extended home networking,https://github.com/rlabrecque/home-network
296,Late-news poster: Color dispersion of a blue phase liquid crystal,https://github.com/jmhy/CS265/blob/master/Labs/Lab10/Performance/Test/ins.40000
297,Image color transfer with naturalness constraints,https://github.com/topics/color-transfer
298,Sentiment analysis of text-to-speech input using latent affective mapping,https://github.com/Emotional-Text-to-Speech/dl-for-emo-tts
299,Manager-client pairing: A framework for implementing coherence hierarchies,https://github.com/oracle/coherence
300,Measurement system escape and overkill rate analysis,https://github.com/DelNov/T-Flows
301,Plantagora: Modeling whole genome sequencing and assembly of plant genomes,https://github.com/topics/whole-genome-sequencing
302,Exemplar-based processing for speech recognition: An overview,https://github.com/topics/speech-recognition
303,"Combining neural networks and context-driven search for on-line, printed handwriting recognition in the Newton",https://github.com/topics/handwritten-text-recognition
304,Practical and cost-effective bias line implementations for reconfigurable antennas,https://github.com/PaoPaoRobot/ICRA2022-paper-list
305,Arterial travel time forecast with streaming data: A hybrid approach of flow modeling and machine learning,https://github.com/lixus7/Time-Series-Works-Conferences
306,FFT implementation with fused floating-point operations,https://github.com/topics/ieee754%3Fo%3Ddesc%26s%3D
307,A simple metric for turn-taking in emergent communication,https://github.com/praffensperger/turn-taking-measurement-tools
308,Performance of a prototype 32x32 pixel indirect X-ray imager based on a lateral selenium passive pixel sensor,https://github.com/topics/image-sensor
309,Characterization of gated selenium photo detector,https://github.com/topics/photodiodes
310,Learning the dynamics of arterial traffic from probe data using a dynamic bayesian network,https://github.com/topics/dynamic-bayesian-networks%3Fo%3Dasc%26s%3Dstars
311,Volumetric real-time imaging using a CMUT ring array,https://github.com/CentreForUltrasonicEngineering/Lardner-PhD-Thesis/blob/master/References.bib
312,Dual stage modeling of moisture absorption and desorption in epoxy mold compounds,https://github.com/MatInfoUB/NLP-Queries/blob/master/Multicomponent_Co_alloys2.txt
313,Rewards for pairs of Q-learning agents conducive to turn-taking in medium-access games,https://github.com/topics/q-learning%3Fl%3Djava
314,"Practical papers, articles and application notes; analysis and mitigation techniques for broadband EMI from synchronous buck converter",https://github.com/Santosh-Gupta/NaturalLanguageRecommendations/blob/master/notebooks/data/CreateCS_tfrecordsDataSet4Bert_github.ipynb
315,Joint spectrum-sensing design and power control in cognitive radio networks: A stochastic approach,https://github.com/topics/cognitive-radio%3Fo%3Dasc%26s%3Dstars
316,Latent perceptual mapping with data-driven variable-length acoustic units for template-based speech recognition,https://github.com/zhijing-jin/pytorch-GraphWriter/blob/master/outputs/no_title_pred_bleu13.83.txt
317,Scan-based speed-path debug for a microprocessor,https://github.com/vm6502q/vm6502q/blob/master/ReadMe.txt
318,On compression of data encrypted with block ciphers,https://github.com/topics/block-ciphers
319,Self-Aligned imprint lithography (SAIL) for manufacturing high performance flexible display electronics,https://github.com/forrestthewoods/lib_fts/blob/master/tests/fuzzy_match/data/english_wordlist_58k.txt
320,Large-scale personal assistant technology deployment: The siri experience,https://github.com/topics/personal-assistants
321,Kinematic analysis of virtual reality task intensity induced by a rehabilitation robotic system in stroke patients,https://github.com/PaoPaoRobot/ICRA2022-paper-list
322,Experimental demonstration of reflectarrays acting as conic section subreflectors in a dual reflector system,
323,Path loss in an urban peer-to-peer channel for six public-safety frequency bands,https://github.com/Adhish23/Path-loss-calculator
324,A 0.4-mW/Gb/s near-ground receiver front-end with replica transconductance termination calibration for a 16-Gb/s source-series terminated transceiver,https://github.com/Santosh-Gupta/NaturalLanguageRecommendations/blob/master/notebooks/data/CreateCS_tfrecordsDataSet4Bert_github.ipynb
325,Backgate modulation technique for higher efficiency envelope tracking,https://github.com/riaz/CVPR-2022
326,A 0.1pJ/b 5-to-10Gb/s charge-recycling stacked low-power I/O for on-chip signaling in 45nm CMOS SOI,https://github.com/tlkh/SmartBin
327,"A linearized, low-phase-noise VCO-based 25-GHz PLL with autonomic biasing",https://github.com/Electro-SPY/Phase-Locked-Loop
328,A 240-mW 2.1-GS/s 52-dB SNDR pipeline ADC using MDAC equalization,
329,Dual resolution two-dimensional color barcode,https://github.com/calacademy-research/minibar
330,USAC: A universal framework for random sample consensus,https://github.com/cr333/usac-cmake
331,Data-driven analysis of emotion in text using latent affective folding and embedding,https://github.com/topics/emotion-analysis
332,Memory color of natural familiar objects: Effects of surface texture and 3-D shape,https://github.com/curv3d/curv/blob/master/docs/Theory.rst
333,The answer is blowing in the wind: Analysis of powering Internet data centers with wind energy,
334,"Intra-volume, centralised array concept for improved public-safety communications",https://github.com/megantosh/ict-infrastructures
335,A management suite for a disruption-tolerant wireless network testbed,https://github.com/amirkrifa/My-PhD-Thesis/blob/master/Chapter2.tex
336,High-efficiency transient temperature calculations for applications in dynamic thermal management of electronic devices,https://github.com/topics/dynamic-thermal-rating
337,Dynamic analysis of thin glass under ball drop impact with new metrics,https://github.com/dectrfov/IROS2021PaperList
338,An experimental and numerical study of the dynamic fracture of glass,https://github.com/OpenDataExpMechanics/Survey/blob/master/data/WoS_export/2015.bib
339,An experimental and numerical study of the behavior of the thin glass edge under ball drop impact,https://github.com/MLRG-CEFET-RJ/ml-class/blob/master/DataMining_week09.ipynb
340,"A 1.4-pJ/b, power-scalable 16×12-Gb/s source-synchronous I/O with DFE receiver in 32nm SOI CMOS technology",
341,SVM based speaker recognition: Harnessing trials with multiple enrollment sessions,https://github.com/topics/speaker-recognition-systems
342,Author retrospective for increasing the instruction fetch rate via multiple branch prediction and a branch address cache,https://github.com/topics/branch-prediction%3Fo%3Dasc%26s%3Dupdated
343,Performance evaluation of the Brechtel Mfg. Humidified Tandem Differential Mobility Analyzer (BMI HTDMA) for studying hygroscopic properties of aerosol particles,https://github.com/topics/differential-mobility-analyzer
344,Indirect performance sensing for on-chip self-healing of analog and RF circuits,https://github.com/PaoPaoRobot/ICRA2022-paper-list
345,X-parameters and efficient physical device simulation of mm-wave power transistors with harmonic loading,https://github.com/topics/mmwave%3Fo%3Ddesc%26s%3Dupdated
346,Dynamically optimizing queries over large scale data platforms,https://github.com/TsinghuaDatabaseGroup/AIDB
347,"A 0.18-μm CMOS, 91%-efficiency, 2-A scalable buck-boost DC-DC converter for LED drivers",https://github.com/topics/buck-boost-converter
348,Convolutional neural networks for distant speech recognition,https://github.com/ashwin9999/speech-recognition-CNN
349,Prediction of power supply noise from switching activity in an FPGA,https://github.com/stnolting/fpga_torture
350,Neurogrid: A mixed-analog-digital multichip system for large-scale neural simulations,https://github.com/THULemon/Neuromorphic-Computing
351,Analytical and experimental study of wide tuning range mm-Wave CMOS LC-VCOs,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
352,Intermodulation and harmonic distortion in frequency reconfigurable slot antenna pairs,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
353,MEMS reconfigurable optimized e-shaped patch antenna design for cognitive radio,https://github.com/thoppe/RNN_science_titles/blob/master/samples/cs.OH_real.txt
354,Joint design of bi-predictive interpolation filters,https://github.com/satellite-image-deep-learning/techniques
355,Extracting structural vegetation components from small-footprint waveform lidar for biomass estimation in savanna ecosystems,
356,A nonlinear autoregressive model for speaker verification,https://github.com/topics/speaker-verification
357,Continuous speech recognition using linear dynamic models,https://github.com/tim-krebs/VoiceDetection
358,Advanced surface and microstructural characterization of natural graphite anodes for lithium ion batteries,https://github.com/topics/lithium-ion-batteries
359,Artificial skin for 76-77 GHz radar mannequins,https://github.com/Infineon/radar-bgt60/wiki/img/bgt60-without-background.png
360,A 16TX/16RX 60 GHz 802.11ad chipset with single coaxial interface and polarization diversity,
361,Lesion detection in breast ultrasound images using tissue transition analysis,https://github.com/PerkLab/BreastTumorDetection
362,Use of micro-modulation features in large vocabulary continuous speech recognition tasks,https://github.com/julius-speech/julius
363,Dynamic range and loudness control in MPEG-H 3D audio,https://github.com/ittiam-systems/libmpegh
364,Improvements to the pruning behavior of DNN acoustic models,https://github.com/lifeiteng/FasterDNN
365,Stewardship matters: Case studies in establishment success of urban trees,https://github.com/topics/tree-planting
366,On balanced separators in road networks,https://github.com/Telenav/open-source-spec/blob/master/routing_basic/doc/inertial_flow.md
367,Intelligent agents for virtual simulation of human-robot interaction,https://github.com/topics/human-robot-interaction%3Fl%3Dc%252B%252B
368,The critical feature dimension and critical sampling problems,https://github.com/mengxiangming/QCS-SGM
369,Oxide-coated polysilicon disk resonator gyroscope (DRG) within the wafer-scale encapsulation process,https://github.com/wannadie/mendeley-parser/blob/master/output/electrical-and-electronic-engineering/electrical-and-electronic-engineering-s.csv
370,Increasing multicore system efficiency through intelligent bandwidth shifting,https://github.com/keean/zenscript/issues/41
371,The virtual beamline (VBL) laser simulation code,https://github.com/topics/virtual-laser
372,Exploring smartphone addiction: Insights from long-term telemetric behavioral measures,https://github.com/topics/smartphone-addiction
373,Non-rayleigh scattering by a randomly oriented elongated scatterer randomly located in a beam,https://github.com/DIDSR/VICTRE_MCGPU/blob/master/MC-GPU_kernel_v1.5b.cu
374,Efficient analysis of power/ground planes loaded with dielectric rods and decoupling capacitors by extended generalized multiple scattering method,https://github.com/topics/power-systems-analysis%3Fo%3Dasc%26s%3Dstars
375,Instrumented film-insert injection compression molding for lens encapsulation of liquid crystal displays,https://github.com/davidar/dblp.yaml/blob/master/journals/displays.bib
376,Bridging semantics with physical objects using augmented reality,https://github.com/OpenArCloud/OpenGlossaryForRealWorldSpatialComputing/blob/master/GLOSSARY.md
377,An efficient hybrid finite-element analysis of multiple vias sharing the same anti-pad in an arbitrarily shaped parallel-plate pair,https://github.com/topics/finite-element-analysis%3Fl%3Dfortran
378,Using recurrent neural networks for slot filling in spoken language understanding,https://github.com/ZhenwenZhang/Slot_Filling
379,A 40 Gb/s Serial Link Transceiver in 28 nm CMOS Technology,https://github.com/niftylab/niftylab.github.io/blob/master/publications.md
380,Accurate modeling of quality factor behavior of complex silicon MEMS resonators,https://github.com/thoppe/RNN_science_titles/blob/master/samples/cs.OH_real.txt
381,Dynamic response of a-InGaZnO and amorphous silicon thin-film transistors for ultra-high definition active-matrix liquid crystal displays,
382,Design and implementation of broadband MEMS RHCP/LHCP reconfigurable arrays using rotated e-shaped patch elements,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
383,Averaging Tail-Actuated Robotic Fish Dynamics Through Force and Moment Scaling,https://github.com/PaoPaoRobot/ICRA2020-paper-list/blob/master/README.md
384,Method of Effective Roughness Dielectric in a PCB: Measurement and Full-Wave Simulation Verification,https://github.com/markpbaggett/trace_metadata_reports/blob/master/data_dump/final_dump_files/distinct_reports/keywords.md
385,Design Criteria and Error Sensitivity of Time-Domain Channel Characterization (TCC) for Asymmetry Fixture De-Embedding,https://github.com/aviralkumar2907/MMCE
386,Practical Context Awareness: Measuring and Utilizing the Context Dependency of Mobile Usage,https://github.com/cnumr/best-practices-mobile
387,Fractal dendrite-based electrically conductive composites for laser-scribed flexible circuits,https://github.com/jsrv/Algorithms_Fall_16/blob/master/otro.txt
388,Rigorous Derivation of Imbalance Difference Theory for Modeling Radiated Emission Problems,https://github.com/USEPA/CMAQ/blob/master/DOCS/Users_Guide/CMAQ_UG_ch06_model_configuration_options.md
389,Modeling Static Delay Variations in Push-Pull CMOS Digital Logic Circuits Due to Electrical Disturbances in the Power Supply,https://github.com/topics/cmos%3Fo%3Dasc%26s%3Dstars
390,"Toward practical encrypted email that supports private, regular-expression searches",https://github.com/OpenTechFund/secure-email
391,Deep neural networks for single-channel multi-talker speech recognition,https://github.com/topics/speech-separation
392,Design of flexible multi-mode fiber endoscope,https://github.com/dicarlolab/Fiberscope
393,Distributed Bi-Directional Training of Nonlinear Precoders and Receivers in Cellular Networks,https://github.com/ML4Comm-Netw/Paper-with-Code-of-Wireless-communication-Based-on-DL
394,ROA-Brick Topology for Low-Skew Rotary Resonant Clock Network Design,
395,Early problems identification in collaborative engineering with different product data modelling standards,https://github.com/zalando/engineering-principles/blob/master/README.md
396,Fabrication of ideal geometric-phase holograms with arbitrary wavefronts,https://github.com/bchao1/awesome-holography
397,Accelerated Testing of Radiation-Induced Soft Errors in Solid-State Drives,https://github.com/oscarperpinan/esf/blob/master/biblio.bib
398,Characterization of Oxide-Coated Polysilicon Disk Resonator Gyroscope Within a Wafer-Scale Encapsulation Process,https://github.com/wannadie/mendeley-parser/blob/master/output/electrical-and-electronic-engineering/electrical-and-electronic-engineering-s.csv
399,System-Level Modeling for Transient Electrostatic Discharge Simulation,https://github.com/jaijeet/BESD
400,"A 230 W, 1.8 to 2.2 GHz broadband LDMOS power amplifier utilizing multi-section integrated passive device input matching",https://github.com/bg3mdo/budget_23cm_band_RF_power_amplifier
401,NED: An inter-graph node metric based on edit distance,https://github.com/zhuhaohan/NED
402,Structural vulnerability analysis of electric power distribution grids,https://github.com/topics/power-grids
403,Long-lived neutral-kaon flux measurement for the KOTO experiment,https://github.com/daschaich/HEPAL
404,Teaming up: Making the most of diverse representations for a novel personalized speech retrieval application,https://github.com/facebookresearch/fairseq
405,Counter-fitting word vectors to linguistic constraints,https://github.com/nmrksic/counter-fitting
406,Investigating entrepreneurship program models in undergraduate engineering education,https://github.com/charlax/entrepreneurship-resources
407,"Identifying watershed, landscape, and engineering design factors that influence the biotic condition of restored streams",https://github.com/GlobalHydrologyLab/AquaSat/blob/master/aquasat1.bib
408,Can rapid assessments predict the biotic condition of restored streams?,https://github.com/marlonecobos/kuenm/blob/master/My%2520Library.bib
409,Potential growth areas for implicit theories research,https://github.com/daveshap/HeuristicImperatives
410,State of the art in statistical methods for language and speech processing,https://github.com/edobashira/speech-language-processing
411,A realistic method for time-dependent dielectric breakdown reliability analysis for advanced technology node,https://github.com/vatsalgit/TopicEvolution/blob/master/dynamic_topic_model.ipynb
412,Modeling EMI Due to Display Signals in a TV,https://github.com/timvideos/edid.tv/blob/master/frontend/fixtures/manufacturer.json
413,A 320mW 32Gb/s 8b ADC-based PAM-4 analog front-end with programmable gain control and analog peaking in 28nm CMOS,https://github.com/cypresssemiconductorco/mtb-example-psoc6-low-power-analog-front-end
414,Women in Academic Medicine: measuring stereotype threat among junior faculty,https://github.com/rubenarslan/rubenarslan.github.io/blob/master/rpp_data.csv
415,Plane-Pair PEEC Model for Power Distribution Networks with Sub-Meshing Techniques,https://github.com/topics/peec
416,Upper limb bilateral symmetric training with robotic assistance and clinical outcomes for stroke: A pilot study,https://github.com/dectrfov/IROS2021PaperList
417,Phase-Resolved Near-Field Scan Over Random Fields,https://github.com/ghoshbishakh/pci
418,Design of Wideband/Dual-Band E-Shaped Patch Antennas with the Transmission Line Mode Theory,
419,The match game: Numerical de-embedding of field simulation and parameter extraction of circuit models for electromagnetic structure using calibration techniques,https://github.com/topics/electromagnetic-simulation%3Fo%3Dasc%26s%3Dforks
420,Sparse Penalized Forward Selection for Support Vector Classification,https://github.com/topics/sparse-regression%3Fo%3Dasc%26s%3Dforks
421,Derivative-free square-root cubature Kalman filter for non-linear brushless DC motors,https://github.com/topics/square-root-kalman-filter
422,Characterization and Optimization of Delay Guarantees for Real-Time Multimedia Traffic Flows in IEEE 802.11 WLANs,https://github.com/topics/802-11%3Fo%3Dasc%26s%3Dstars
423,A Low-Power Low-Noise mm-Wave Subsampling PLL Using Dual-Step-Mixing ILFD and Tail-Coupling Quadrature Injection-Locked Oscillator for IEEE 802.11ad,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
424,A 0.1-3.5-GHz Duty-Cycle Measurement and Correction Technique in 130-nm CMOS,https://github.com/IAMAl/ML-Hardware-Collections/blob/main/Paper-Collection-for-Machine-Learning-Hardware.md
425,A Vectorless Approach for Predicting Switching Activity in a Digital Circuit,
426,Measurement Methodology for Field-Coupled Soft Errors Induced by Electrostatic Discharge,https://github.com/ESP32DE/esp-iot-solution-1/blob/master/documents/touch_pad_solution/touch_sensor_design_en.md
427,Emission Source Microscopy Technique for EMI Source Localization,https://github.com/topics/source-localization
428,A 2.2 GHz-242 dB-FOM 4.2 mW ADC-PLL Using Digital Sub-Sampling Architecture,
429,A Fractional-N Sub-Sampling PLL using a Pipelined Phase-Interpolator with an FoM of -250 dB,https://github.com/susanli2016/Machine-Learning-with-Python/blob/master/dataset.csv
430,Efficient symbolic computation for word-level abstraction from combinational circuits for verification over finite fields,https://github.com/defeo/ff_compositum/blob/master/defeo.bib
431,On Achievable Distortion Exponents for a Gaussian Source Transmitted over Parallel Gaussian Channels with Correlated Fading and Asymmetric SNRs,https://github.com/mvallet91/SmartPub-TSENER/blob/master/nohup.out
432,Energy-Efficient Hybrid Analog/Digital Approximate Computation in Continuous Time,https://github.com/OE-FET/Neuromorphic_computing
433,The upgrade for the data acquisition system of the KOTO detector,https://github.com/daq-tools/kotori
434,An ECG-on-chip with joint QRS detection & data compression for wearable sensors,https://github.com/topics/ecg-qrs-detection
435,All-pairs approximate shortest paths and distance oracle preprocessing,https://github.com/matthiasbrix/approximate-distance-oracle
436,In-Situ ISAR Imaging of Wind Turbines,https://github.com/topics/wind-turbine
437,"Laser-processed graphene based micro-supercapacitors for ultrathin, rollable, compact and designable energy storage components",
438,Reducing implicit gender leadership bias in academic medicine with an educational intervention,https://github.com/topics/gender-bias
439,"Quantitative, model-based estimates of variability in the generation and serial intervals of Plasmodium falciparum malaria",https://github.com/TAlexPerkins/malaria_serial_interval
440,Nearest-neighbor searching under uncertainty II,https://github.com/topics/nearest-neighbor-search
441,Belief in the immutability of attitudes both increases and decreases advocacy,https://github.com/ramda/ramda/issues/1067
442,A Transmitter-Receiver System for Long-Range Capacitive Sensing Applications,https://github.com/ESP32DE/esp-iot-solution-1/blob/master/documents/touch_pad_solution/touch_sensor_design_en.md
443,Sparse feature selection for classification and prediction of metastasis in endometrial cancer,https://github.com/topics/cancer-prediction
444,Coupled gel spreading and diffusive transport models describing microbicidal drug delivery,https://github.com/topics/drug-delivery
445,Gloria: A batch friendly indexing and storage framework,https://github.com/eric1688/sphinx/blob/master/doc/sphinx.txt
446,Experimental Demonstration of Directive Si3N4 Optical Leaky Wave Antennas with Semiconductor Perturbations,https://github.com/Santosh-Gupta/NaturalLanguageRecommendations/blob/master/notebooks/data/CreateCS_tfrecordsDataSet4Bert_github.ipynb
447,Visual programming for mobile robot navigation using high-level landmarks,https://github.com/topics/mobile-robot-navigation%3Fl%3Dc%252B%252B%26o%3Dasc%26s%3Dstars
448,Ex Vivo HIFU Experiments Using a 32 × 32-Element CMUT Array,https://github.com/topics/ultrasound%3Fl%3Dc%252B%252B
449,Perceiving Graphical and Pictorial Information via Hearing and Touch,https://github.com/w3c/wai-people-use-web/blob/master/_people-use-web/tools-techniques.md
450,A depth illusion supports the model of General Object Constancy: Size and depth constancies related by a same distance-scaling factor,https://github.com/topics/monocular-depth-estimation%3Fl%3Dpython%26o%3Dasc%26s%3Dstars
451,Stream fusion for multi-stream automatic speech recognition,https://github.com/hirofumi0810/neural_sp
452,A Parabolic Voltage Control Strategy for Burst-Mode Converters with Constant Burst Frequency and Eliminated Audible Noise,https://github.com/topics/voltage-control
453,VMocity: Traveling VMs Across Heterogeneous Clouds,https://github.com/topics/virtual-machine-migration
454,Neural belief tracker: Data-driven dialogue state tracking,https://github.com/nmrksic/neural-belief-tracker
455,Morph-fitting: Fine-tuning word vector spaces with simple language-specific rules,https://github.com/Mywayking/Algorithm_Interview_Notes-Chinese/blob/master/_papers/pdf/%25E8%25AF%258D%25E5%2590%2591%25E9%2587%258F%25EF%25BC%2588Word%2520Embedding%25EF%25BC%2589/%255B2017-ACL%255D.%25EF%25BC%2588Morph-fitting%2520Attract-Repel%25EF%25BC%2589.Morph-fitting%25EF%25BC%259AFine-Tuning%2520Word%2520Vector%2520Spaces%2520with%2520Simple%2520Language-Specific%2520Rules.pdf
456,Siri on-device deep learning-guided unit selection text-To-speech system,https://github.com/topics/text-to-speech
457,A mostly data-driven approach to inverse text normalization,https://github.com/topics/inverse-text-normalization
458,Improving DNN Bluetooth narrowband acoustic models by cross-bandwidth and cross-lingual initialization,https://github.com/WillKoehrsen/recurrent-neural-networks/blob/master/data/old/patents_parsed/deep-neural-networks_abstracts.ndjson
459,Pydial: A multi-domain statistical dialogue system toolkit,https://github.com/jojonki/arXivNotes/issues/74
460,Spatiotemporal atlas parameterization for evolving meshes,https://github.com/malaria-atlas-project/generic-mbg
461,Efficient ordered combinatorial semi-bandits for whole-page recommendation,https://github.com/ZIYU-DEEP/Awesome-Papers-on-Combinatorial-Semi-Bandit-Problems
462,Analysis and design of highly transparent meshed patch antenna backed by a solid ground plane,https://github.com/topics/patch-antenna
463,Prius: Hybrid Edge Cloud and Client Adaptation for HTTP Adaptive Streaming in Cellular Networks,https://github.com/topics/adaptive-streaming
464,Generalizing DTW to the multi-dimensional case requires an adaptive approach,https://github.com/wannesm/dtaidistance/blob/master/dtaidistance/dtw_ndim.py
465,Encapsulated inertial systems,https://github.com/topics/inertial-navigation-systems
466,"The dynamics of position, capability, and market competition",https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes/blob/main/agile-methodologies/agile-methodologies-quiz.md
467,"A 28 nm, 475 mW, and 0.4-1.7 GHz embedded transceiver front-end enabling high-speed data streaming within home cable networks",https://github.com/ParaGroup/WindFlow
468,On cross-talk between gyroscopes integrated on a folded MEMS IMU Cube,https://github.com/topics/sensor-fusion%3Fl%3Dc
469,Environmentally robust differential resonant accelerometer in a wafer-scale encapsulation process,https://github.com/hsk81/hs-dict/blob/master/en_BW.dic
470,Slicer architectures for analog-to-information conversion in channel equalizers,https://github.com/topics/equalization
471,A fully-synthesizable 10.06Gbps 16.1mW injection-locked CDR in 28nm FDSOI,
472,Collaborative Filtering-Based Recommendation of Online Social Voting,https://github.com/topics/collaborative-filtering
473,Bandwidth analysis of multiport radio frequency systems - Part I,https://github.com/topics/radio-frequency%3Fl%3Dc%252B%252B
474,Bandwidth analysis of multiport radio-frequency systems - Part II,https://github.com/topics/radio-frequency%3Fl%3Dc%252B%252B
475,An 8GS/s time-interleaved SAR ADC with unresolved decision detection achieving -58dBFS noise and 4GHz bandwidth in 28nm CMOS,
476,A codon-shuffling method to prevent reversion during production of replication-defective herpesvirus stocks: Implications for herpesvirus vaccines,https://github.com/DAWells/codon_path
477,Compact Omnidirectional Circularly Polarized Antenna,https://github.com/Lauszus/SpacecraftInstrumentationSystems30320/blob/master/DirectionalLink.tex
478,Audio Watermarking Using Spikegram and a Two-Dictionary Approach,https://github.com/topics/audio-watermarking
479,Design and evaluation of a multi-recommendation system for local code search,https://github.com/topics/recommendation-system%3Fl%3Djava
480,High quality HDR video compression using HEVC main 10 profile,https://github.com/ratnajitmukherjee/UCSHDRVideoComp
481,"Discovering relationships between nuclear receptor signaling pathways, genes, and tissues in Transcriptomine",https://github.com/huBioinfo/CytoTalk
482,Explaining the success of adaboost and random forests as interpolating classifiers,https://github.com/kjw0612/awesome-random-forest/blob/master/README.md
483,Minimax Compression and Large Alphabet Approximation Through Poissonization and Tilting,https://github.com/topics/minimax-algorithm
484,Reoxidation of Chromium(III) Products Formed under Different Biogeochemical Regimes,
485,Electrostatic tuning of temperature coefficient of frequency of anisotropic disk-shaped resonators,https://github.com/Santosh-Gupta/NaturalLanguageRecommendations/blob/master/notebooks/data/CreateCS_tfrecordsDataSet4Bert_github.ipynb
486,Capacity of Gaussian Many-Access Channels,https://github.com/PolyuWirelessCommunicationLab/Uplink-downlink-duality-between-multiple-access-and-broadcast-channels-with-compressing-relays
487,ASVspoof: The automatic speaker verification spoofing and countermeasures challenge,https://github.com/asvspoof
488,Bringing the web up to speed with WebAssembly,https://github.com/mbasso/awesome-wasm
489,Bringing the web up to speed with WebAssembly,https://github.com/mbasso/awesome-wasm
490,On evaluating social proximity-aware spatial range queries,https://github.com/topics/spatial-queries
491,Bandwidth Enhancement of Meshed Patch Antennas Through Proximity Coupling,https://github.com/mastroalex/antenna-design
492,Full Dimension MIMO (FD-MIMO): Demonstrating Commercial Feasibility,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
493,Low-power low-noise pseudo-open-loop preamplifier for neural interfaces,https://github.com/billkarsh/SpikeGLX/blob/master/Markdown/UserManual.md
494,LSRS'17: Workshop on large-scale recommender systems,https://github.com/YuyangZhangFTD/awesome-RecSys-papers/blob/master/RecSys17/Practical%2520Lessons%2520from%2520Developing%2520a%2520Large-Scale%2520Recommender%2520System%2520at%2520Zalando.pdf
495,End-to-end learning for dimensional emotion recognition from physiological signals,https://github.com/zhongpeixiang/AI-NLP-Paper-Readings/blob/master/AC/AC_physiological.md
496,American society of cinematographers motion imaging technology council progress report 2017,https://github.com/ascmitc
497,Faster transit routing by hyper partitioning,https://github.com/transnetlab/transit-routing
498,A GPU-Accelerated Approach for Feature Tracking in Time-Varying Imagery Datasets,https://github.com/alemart/speedy-vision
499,Deep Feature Engineering for Noise Robust Spoofing Detection,https://github.com/PHJhjpeng1992/awesome-asv-antispoofing
500,Three-Stage Optimization of Pre-Bond Diagnosis of TSV Defects,https://github.com/nih-cfde/cfde-deriva/blob/master/cfde_deriva/configs/portal_prep/assay_type.tsv
501,A multi-band low noise amplifier with strong immunity to interferers,https://github.com/topics/low-noise-amplifier
502,Nearest-Neighbor Searching Under Uncertainty I,https://github.com/topics/nearest-neighbor-search
503,Convex Hulls Under Uncertainty,https://github.com/andreanelli/GCH
504,RegLess: Just-in-time operand staging for GPUs,https://github.com/microsoft/LightGBM/blob/master/docs/GPU-Performance.rst
505,Improved Broadband Matching Bound,https://github.com/topics/bound-interface
506,Learning Online Trends for Interactive Query Auto-Completion,https://github.com/jermp/autocomplete
507,Evaluating Representativeness of Qualitative Text Data in Identifying UX Issues,https://github.com/Spico197/awesome-lm-evaluation
508,Learning from simulated and unsupervised images through adversarial training,https://github.com/mjdietzx/SimGAN
